DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SE,2017,229817,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SE,2018,246490,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SE,2019,264603,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SE,2020,169163,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SE,2021,164490,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SI,2010,15782,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SI,2011,15317,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SI,2012,15086,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SI,2013,15995,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SI,2014,14435,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SI,2015,14135,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SI,2016,13650,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SI,2017,13002,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SI,2018,13105,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SI,2019,13259,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SI,2020,7924,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SI,2021,11663,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SK,2010,46509,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SK,2011,47453,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SK,2012,44609,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SK,2013,45946,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SK,2014,49098,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SK,2015,60292,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SK,2016,69150,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SK,2017,74916,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SK,2018,77265,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SK,2019,80671,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SK,2020,49421,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,SK,2021,45858,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,TR,2010,84174,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,TR,2011,85752,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,TR,2012,70284,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,TR,2013,46442,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,TR,2014,78403,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,TR,2015,95318,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,TR,2016,89038,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,TR,2017,85338,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,TR,2018,100568,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,TR,2019,164712,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,TR,2020,99470,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,TR,2021,136103,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,UK,2010,1365918,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,UK,2011,1463068,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,UK,2012,1543261,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,UK,2013,1599484,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,UK,2014,1679746,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,UK,2015,1741562,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,UK,2016,1772563,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,UK,2017,1757359,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,UK,2018,1783232,
ESTAT:RAIL_PA_TOTAL(1.0),21/12/22 23:00:00,A,THS_PAS,UK,2019,1836886,
